Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2017,Q4,250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,Mississippi,38652,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Union County,28145,34.49,-89.02,Non-Shortage Area,,,,,,,,,
2017,Q4,250007,MERIT HEALTH BILOXI,BILOXI,Mississippi,39530,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.41,-88.88,Non-Shortage Area,,,,,,,,,
2017,Q4,250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,Mississippi,38834,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Below The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Alcorn County,28003,34.93,-88.51,Non-Shortage Area,,,,,,,,,
2017,Q4,250012,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,Mississippi,38635,Acute Care Hospitals,Physician,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Marshall County,28093,34.77,-89.44,Shortage Area,High Needs Geographic HPSA,15.0,3.1,34649.0,19.3,11177:1,Rural,3000:1,8.45
2017,Q4,250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,Mississippi,39502,Acute Care Hospitals,Government - Local,Yes,Y,2,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.38,-89.06,Non-Shortage Area,,,,,,,,,
2017,Q4,250020,WEBSTER GENERAL HOSPITAL/ SWING BED,EUPORA,Mississippi,39744,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Webster County,28155,33.54,-89.27,Shortage Area,High Needs Geographic HPSA,13.0,2.83,9942.0,22.6,3513:1,Rural,3000:1,0.48
2017,Q4,250025,GILMORE MEMORIAL HOSPITAL,AMORY,Mississippi,38821,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Monroe County,28095,33.98,-88.48,Shortage Area,High Needs Geographic HPSA,18.0,7.68,35909.0,21.3,4676:1,Rural,3000:1,4.29
2017,Q4,250027,WINSTON MEDICAL CENTER & SWINGBED,LOUISVILLE,Mississippi,39339,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Winston County,28159,33.12,-89.05,Shortage Area,High Needs Geographic HPSA,18.0,3.0,17771.0,23.0,5924:1,Rural,3000:1,2.92
2017,Q4,250031,MERIT HEALTH RIVER REGION,VICKSBURG,Mississippi,39183,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Warren County,28149,32.45,-90.81,Non-Shortage Area,,,,,,,,,
2017,Q4,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,OXFORD,Mississippi,38655,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lafayette County,28071,34.35,-89.52,Non-Shortage Area,,,,,,,,,
2017,Q4,250036,GEORGE REGIONAL HEALTH SYSTEM,LUCEDALE,Mississippi,39452,Acute Care Hospitals,Government - Local,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,George County,28039,30.92,-88.59,Non-Shortage Area,,,,,,,,,
2017,Q4,250038,MERIT HEALTH MADISON,CANTON,Mississippi,39046,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Madison County,28089,32.61,-90.03,Non-Shortage Area,,,,,,,,,
2017,Q4,250040,SINGING RIVER HOSPITAL,PASCAGOULA,Mississippi,39581,Acute Care Hospitals,Government - Local,Yes,Y,2,Below The National Average,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Jackson County,28059,30.36,-88.49,Non-Shortage Area,,,,,,,,,
2017,Q4,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,CLARKSDALE,Mississippi,38614,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Coahoma County,28027,34.2,-90.57,Non-Shortage Area,,,,,,,,,
2017,Q4,250043,NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,Mississippi,39350,Acute Care Hospitals,Government - Local,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Neshoba County,28099,32.77,-89.1,Shortage Area,High Needs Geographic HPSA,10.0,8.78,28804.0,25.6,3281:1,Rural,3000:1,0.82
2017,Q4,250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,BOONEVILLE,Mississippi,38829,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same As The National Average,Not Available,Above The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Prentiss County,28117,34.66,-88.56,Shortage Area,High Needs Geographic HPSA,12.0,7.125,24205.0,22.6,3397:1,Rural,3000:1,0.945
2017,Q4,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,JACKSON,Mississippi,39216,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Above The National Average,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2017,Q4,250049,BEACHAM MEMORIAL HOSPITAL,MAGNOLIA,Mississippi,39652,Acute Care Hospitals,Proprietary,No,Y,4,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Pike County,28113,31.15,-90.46,Non-Shortage Area,,,,,,,,,
2017,Q4,250050,OCH REGIONAL MEDICAL CENTER,STARKVILLE,Mississippi,39759,Acute Care Hospitals,Government - Local,Yes,Y,3,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Oktibbeha County,28105,33.45,-88.82,Non-Shortage Area,,,,,,,,,
2017,Q4,250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,BROOKHAVEN,Mississippi,39601,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lincoln County,28085,31.58,-90.44,Non-Shortage Area,,,,,,,,,
2017,Q4,250058,SOUTH CENTRAL REG MED CTR,LAUREL,Mississippi,39440,Acute Care Hospitals,Government - Local,Yes,Y,1,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jones County,28067,31.69,-89.14,Non-Shortage Area,,,,,,,,,
2017,Q4,250061,YALOBUSHA GENERAL HOSPITAL,WATER VALLEY,Mississippi,38965,Acute Care Hospitals,Government - Local,No,Y,4,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Yalobusha County,28161,34.16,-89.63,Shortage Area,High Needs Geographic HPSA,17.0,2.825,12188.0,21.5,4314:1,Rural,3000:1,1.235
2017,Q4,250067,CLAY COUNTY MEDICAL CENTER,WEST POINT,Mississippi,39773,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Clay County,28025,33.6,-88.64,Shortage Area,High Needs Geographic HPSA,14.0,6.3,19829.0,26.0,3147:1,Rural,3000:1,0.31
2017,Q4,250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2017,Q4,250072,MERIT HEALTH CENTRAL,JACKSON,Mississippi,39204,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.28,-90.21,Non-Shortage Area,,,,,,,,,
2017,Q4,250077,WAYNE GENERAL HOSPITAL,WAYNESBORO,Mississippi,39367,Acute Care Hospitals,Government - Local,Yes,Y,3,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Wayne County,28153,31.67,-88.64,Shortage Area,High Needs Geographic HPSA,13.0,6.205,20209.0,25.4,3257:1,Rural,3000:1,0.535
2017,Q4,250078,FORREST GENERAL HOSPITAL,HATTIESBURG,Mississippi,39404,Acute Care Hospitals,Government - Local,Yes,Y,2,Below The National Average,Above The National Average,Below The National Average,Same As The National Average,Below The National Average,Same As The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Forrest County,28035,31.31,-89.3,Non-Shortage Area,,,,,,,,,
2017,Q4,250082,DELTA REGIONAL MEDICAL CENTER,GREENVILLE,Mississippi,38704,Acute Care Hospitals,Government - Local,Yes,Y,2,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Issaquena County,28055,33.01,-91.02,Shortage Area,High Needs Geographic HPSA,21.0,1.05,5630.0,33.1,5362:1,Rural,3000:1,0.83
2017,Q4,250084,MERIT HEALTH NATCHEZ,NATCHEZ,Mississippi,39120,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Adams County,28001,31.54,-91.38,Non-Shortage Area,,,,,,,,,
2017,Q4,250085,MARION GENERAL HOSPITAL,COLUMBIA,Mississippi,39429,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Marion County,28091,31.25,-89.82,Shortage Area,High Needs Geographic HPSA,12.0,5.55,24267.0,25.5,4372:1,Rural,3000:1,2.54
2017,Q4,250093,BOLIVAR MEDICAL CENTER,CLEVELAND,Mississippi,38732,Acute Care Hospitals,Proprietary,Yes,Y,2,Below The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Bolivar County,28011,33.74,-90.72,Shortage Area,High Needs Geographic HPSA,17.0,8.99,32181.0,34.7,3580:1,Rural,3000:1,1.74
2017,Q4,250094,MERIT HEALTH WESLEY,HATTIESBURG,Mississippi,39402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lamar County,28073,31.33,-89.42,Shortage Area,Geographic HPSA,14.0,11.65,57523.0,16.0,4938:1,Partially Rural,3500:1,4.79
2017,Q4,250095,SOUTH SUNFLOWER COUNTY HOSPITAL,INDIANOLA,Mississippi,38751,Acute Care Hospitals,Government - Local,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Sunflower County,28133,33.44,-90.64,Shortage Area,High Needs Geographic HPSA,19.0,5.13,21868.0,31.7,4263:1,Rural,3000:1,2.16
2017,Q4,250096,MERIT HEALTH RANKIN,BRANDON,Mississippi,39042,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Not Available,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Rankin County,28121,32.28,-90.0,Non-Shortage Area,,,,,,,,,
2017,Q4,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,Mississippi,39649,Acute Care Hospitals,Government - Local,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Pike County,28113,31.24,-90.46,Non-Shortage Area,,,,,,,,,
2017,Q4,250099,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,Mississippi,38930,Acute Care Hospitals,Government - Local,Yes,Y,2,Same As The National Average,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Leflore County,28083,33.51,-90.19,Shortage Area,High Needs Geographic HPSA,16.0,9.315,29109.0,40.4,3125:1,Rural,3000:1,0.385
2017,Q4,250100,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,COLUMBUS,Mississippi,39701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Lowndes County,28087,33.5,-88.4,Non-Shortage Area,,,,,,,,,
2017,Q4,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,JACKSON,Mississippi,39202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.31,-90.17,Non-Shortage Area,,,,,,,,,
2017,Q4,250104,ANDERSON REGIONAL MEDICAL CTR,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2017,Q4,250117,HIGHLAND COMMUNITY  HOSPITAL,PICAYUNE,Mississippi,39466,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Pearl River County,28109,30.52,-89.67,Shortage Area,High Needs Geographic HPSA,12.0,11.83,53946.0,21.9,4560:1,Rural,3000:1,6.15
2017,Q4,250123,GARDEN PARK MEDICAL CENTER,GULFPORT,Mississippi,39503,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.47,-89.15,Non-Shortage Area,,,,,,,,,
2017,Q4,250124,MAGEE GENERAL HOSPITAL,MAGEE,Mississippi,39111,Acute Care Hospitals,Government - Local,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Simpson County,28127,31.87,-89.73,Non-Shortage Area,,,,,,,,,
