HPSA Name,Designation Type,HPSA Score,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,Common County Name,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State Name,County Equivalent Name,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Region Alias
Rolette County,Geographic HPSA,16,Designated,1983-01-19,2021-09-10,1.5,14245.0,27.1,9497:1,Rural,"Rolette County, ND",Region 8,ND,38079,North Dakota,Rolette,5250.0,8995.0,3500:1,2.57,Rocky Mountains
Burke County,Geographic HPSA,13,Designated,1978-08-29,2021-07-02,0.0,2169.0,5.8,,Rural,"Burke County, ND",Region 8,ND,38013,North Dakota,Burke,0.0,2169.0,3500:1,0.62,Rocky Mountains
Dickey County,Geographic HPSA,9,Proposed For Withdrawal,2000-10-27,2021-09-10,1.24,4902.0,8.6,3953:1,Rural,"Dickey County, ND",Region 8,ND,38021,North Dakota,Dickey,4340.0,562.0,3500:1,0.16,Rocky Mountains
Kidder County,Geographic HPSA,15,Designated,2019-12-31,2021-09-10,0.0,2434.0,10.7,,Rural,"Kidder County, ND",Region 8,ND,38043,North Dakota,Kidder,0.0,2434.0,3500:1,0.7,Rocky Mountains
Towner County,Geographic HPSA,13,Designated,1991-07-31,2021-09-10,0.0,2173.0,10.4,,Rural,"Towner County, ND",Region 8,ND,38095,North Dakota,Towner,0.0,2173.0,3500:1,0.62,Rocky Mountains
Wells County,Geographic HPSA,13,Proposed For Withdrawal,2017-09-20,2021-09-10,0.75,4117.0,7.7,5489:1,Rural,"Wells County, ND",Region 8,ND,38103,North Dakota,Wells,2625.0,1492.0,3500:1,0.43,Rocky Mountains
LaMoure County,Geographic HPSA,14,Designated,1978-08-29,2021-08-02,0.225,4032.0,14.6,17920:1,Rural,"LaMoure County, ND",Region 8,ND,38045,North Dakota,LaMoure,788.0,3244.0,3500:1,0.925,Rocky Mountains
Morgan County,Geographic HPSA,15,Designated,2021-03-04,2021-09-08,3.15,17542.0,7.9,5569:1,Rural,"Morgan County, WV",Region 3,WV,54065,West Virginia,Morgan,11025.0,6517.0,3500:1,1.86,Mid Atlantic
Wirt County,Geographic HPSA,14,Proposed For Withdrawal,2017-04-13,2021-10-12,0.0,5750.0,19.1,,Rural,"Wirt County, WV",Region 3,WV,54105,West Virginia,Wirt,0.0,5750.0,3500:1,1.64,Mid Atlantic
Hampshire County,Geographic HPSA,17,Designated,2014-02-24,2021-09-08,1.8,22662.0,17.8,12590:1,Rural,"Hampshire County, WV",Region 3,WV,54027,West Virginia,Hampshire,6300.0,16362.0,3500:1,4.67,Mid Atlantic
Wyoming County,High Needs Geographic HPSA,21,Designated,2017-04-13,2021-09-08,1.0,21026.0,22.3,21026:1,Rural,"Wyoming County, WV",Region 3,WV,54109,West Virginia,Wyoming,3000.0,18026.0,3000:1,6.01,Mid Atlantic
McDowell County,Geographic HPSA,18,Designated,2017-03-27,2021-09-08,4.0,17206.0,33.1,4302:1,Rural,"McDowell County, WV",Region 3,WV,54047,West Virginia,McDowell,14000.0,3206.0,3500:1,0.92,Mid Atlantic
Grant County,Geographic HPSA,12,Proposed For Withdrawal,2017-03-21,2021-10-05,2.0,11678.0,17.5,5839:1,Rural,"Grant County, WV",Region 3,WV,54023,West Virginia,Grant,7000.0,4678.0,3500:1,1.89,Mid Atlantic
Jefferson County,Geographic HPSA,14,Designated,2021-05-10,2021-09-09,9.225,54907.0,9.7,5952:1,Non-Rural,"Jefferson County, WV",Region 3,WV,54037,West Virginia,Jefferson,32288.0,22619.0,3500:1,6.465,Mid Atlantic
Runnels County,Geographic HPSA,12,Proposed For Withdrawal,2018-04-15,2021-07-28,2.9,10178.0,23.7,3510:1,Rural,"Runnels County, TX",Region 6,TX,48399,Texas,Runnels,10150.0,28.0,3500:1,0.01,South Central
Andrews County,Geographic HPSA,12,Designated,2020-02-28,2021-09-10,3.875,17927.0,9.1,4626:1,Rural,"Andrews County, TX",Region 6,TX,48003,Texas,Andrews,13562.0,4365.0,3500:1,1.245,South Central
Sutton County,Geographic HPSA,9,Designated,2020-08-17,2021-09-10,1.0,3807.0,13.9,3807:1,Rural,"Sutton County, TX",Region 6,TX,48435,Texas,Sutton,3500.0,307.0,3500:1,0.09,South Central
Howard County,Geographic HPSA,16,Designated,2020-01-29,2021-07-02,5.8,31555.0,17.3,5441:1,Rural,"Howard County, TX",Region 6,TX,48227,Texas,Howard,20300.0,11255.0,3500:1,3.22,South Central
Jeff Davis County,Geographic HPSA,9,Designated,1978-06-14,2021-09-10,0.6,2177.0,3.9,3628:1,Rural,"Jeff Davis County, TX",Region 6,TX,48243,Texas,Jeff Davis,2100.0,77.0,3500:1,0.02,South Central
Brewster County,Geographic HPSA,11,Designated,2021-07-02,2021-07-02,1.8,8987.0,13.9,4993:1,Rural,"Brewster County, TX",Region 6,TX,48043,Texas,Brewster,6300.0,2687.0,3500:1,0.77,South Central
Pecos County,Geographic HPSA,14,Designated,2018-08-24,2021-09-10,2.8,13490.0,15.1,4818:1,Rural,"Pecos County, TX",Region 6,TX,48371,Texas,Pecos,9800.0,3690.0,3500:1,1.05,South Central
Maverick County,High Needs Geographic HPSA,10,Designated,2017-12-29,2021-09-10,17.0,57972.0,26.9,3410:1,Rural,"Maverick County, TX",Region 6,TX,48323,Texas,Maverick,51000.0,6972.0,3000:1,2.32,South Central
Robertson County,Geographic HPSA,13,Designated,2020-04-27,2021-09-10,0.8,16786.0,14.0,20983:1,Rural,"Robertson County, TX",Region 6,TX,48395,Texas,Robertson,2800.0,13986.0,3500:1,4.0,South Central
Bandera County,Geographic HPSA,16,Proposed For Withdrawal,1978-07-19,2021-09-10,1.0,20210.0,15.0,20210:1,Rural,"Bandera County, TX",Region 6,TX,48019,Texas,Bandera,3500.0,16710.0,3500:1,5.74,South Central
Dimmit County,High Needs Geographic HPSA,11,Designated,2019-03-19,2021-09-10,3.15,10326.0,33.6,3278:1,Rural,"Dimmit County, TX",Region 6,TX,48127,Texas,Dimmit,9450.0,876.0,3000:1,0.29,South Central
Marion County,Geographic HPSA,16,Designated,2021-07-02,2021-07-02,0.0,9906.0,19.1,,Rural,"Marion County, TX",Region 6,TX,48315,Texas,Marion,0.0,9906.0,3500:1,2.83,South Central
Uvalde County,High Needs Geographic HPSA,10,Proposed For Withdrawal,2017-12-29,2021-05-10,8.66,26064.0,23.6,3010:1,Rural,"Uvalde County, TX",Region 6,TX,48463,Texas,Uvalde,25980.0,84.0,3000:1,0.03,South Central
Perry County,Geographic HPSA,11,Proposed For Withdrawal,2012-01-05,2021-09-09,9.0,35641.0,18.7,3960:1,Rural,"Perry County, OH",Region 5,OH,39127,Ohio,Perry,31500.0,4141.0,3500:1,1.18,Great Lakes
Morrow County,Geographic HPSA,9,Designated,1979-10-23,2021-09-08,5.975,34664.0,9.7,5802:1,Rural,"Morrow County, OH",Region 5,OH,39117,Ohio,Morrow,20912.0,13752.0,3500:1,3.925,Great Lakes
Tuscarawas County,Geographic HPSA,9,Proposed For Withdrawal,2020-01-29,2021-11-17,21.4,91235.0,13.5,4263:1,Rural,"Tuscarawas County, OH",Region 5,OH,39157,Ohio,Tuscarawas,74900.0,16335.0,3500:1,4.67,Great Lakes
Brown County,Geographic HPSA,9,Designated,2020-04-07,2021-09-02,10.45,42846.0,15.3,4100:1,Rural,"Brown County, OH",Region 5,OH,39015,Ohio,Brown,36575.0,6271.0,3500:1,1.79,Great Lakes
Jackson County,Geographic HPSA,10,Designated,2016-09-26,2021-09-08,6.9,28624.0,17.6,4148:1,Rural,"Jackson County, WV",Region 3,WV,54035,West Virginia,Jackson,24150.0,4474.0,3500:1,1.28,Mid Atlantic
Russell County,Geographic HPSA,15,Designated,2020-08-28,2021-09-10,1.1,26862.0,21.1,24420:1,Rural,"Russell County, VA",Region 3,VA,51167,Virginia,Russell,3850.0,23012.0,3500:1,6.57,Mid Atlantic
Bland County,Geographic HPSA,14,Designated,1978-06-12,2021-09-08,1.0,5480.0,10.2,5480:1,Rural,"Bland County, VA",Region 3,VA,51021,Virginia,Bland,3500.0,1980.0,3500:1,0.57,Mid Atlantic
Rappahannock County,Geographic HPSA,11,Designated,2017-12-29,2021-09-10,1.175,7337.0,8.7,6244:1,Rural,"Rappahannock County, VA",Region 3,VA,51157,Virginia,Rappahannock,4112.0,3225.0,3500:1,0.925,Mid Atlantic
Amherst County,Geographic HPSA,11,Designated,2011-05-09,2021-08-06,7.0,30994.0,13.9,4428:1,Partially Rural,"Amherst County, VA",Region 3,VA,51009,Virginia,Amherst,24500.0,6494.0,3500:1,1.86,Mid Atlantic
Lancaster-Northumberland,Geographic HPSA,12,Designated,2021-08-06,2021-08-06,6.5,22756.0,12.3,3501:1,Rural,"Lancaster County, VA",Region 3,VA,51103,Virginia,Lancaster,22750.0,6.0,3500:1,0.0,Mid Atlantic
Lancaster-Northumberland,Geographic HPSA,12,Designated,2021-08-06,2021-08-06,6.5,22756.0,12.3,3501:1,Rural,"Northumberland County, VA",Region 3,VA,51133,Virginia,Northumberland,22750.0,6.0,3500:1,0.0,Mid Atlantic
Mathews County,Geographic HPSA,10,Designated,2021-09-08,2021-09-08,0.975,8697.0,11.3,8920:1,Rural,"Mathews County, VA",Region 3,VA,51115,Virginia,Mathews,3412.0,5285.0,3500:1,1.505,Mid Atlantic
Sussex County,Geographic HPSA,11,Designated,2023-09-01,2023-09-01,2.6,9240.0,11.2,3554:1,Rural,"Sussex County, VA",Region 3,VA,51183,Virginia,Sussex,9100.0,140.0,3500:1,0.04,Mid Atlantic
Scott County,High Needs Geographic HPSA,10,Proposed For Withdrawal,2012-05-24,2021-09-10,5.2,22210.0,19.0,4271:1,Non-Rural,"Scott County, VA",Region 3,VA,51169,Virginia,Scott,15600.0,6610.0,3000:1,2.2,Mid Atlantic
Dinwiddie County,Geographic HPSA,12,Designated,2006-03-03,2021-09-10,3.1,27832.0,12.1,8978:1,Partially Rural,"Dinwiddie County, VA",Region 3,VA,51053,Virginia,Dinwiddie,10850.0,16982.0,3500:1,4.85,Mid Atlantic
New Kent County,Geographic HPSA,10,Designated,2021-07-02,2021-07-02,2.5,21084.0,6.9,8434:1,Rural,"New Kent County, VA",Region 3,VA,51127,Virginia,New Kent,8750.0,12334.0,3500:1,3.52,Mid Atlantic
Nottoway County,High Needs Geographic HPSA,11,Designated,2019-10-02,2021-09-10,4.15,13754.0,18.3,3314:1,Rural,"Nottoway County, VA",Region 3,VA,51135,Virginia,Nottoway,12450.0,1304.0,3000:1,0.43,Mid Atlantic
Amelia County,Geographic HPSA,10,Designated,1978-06-07,2021-08-27,1.3,12861.0,10.6,9893:1,Rural,"Amelia County, VA",Region 3,VA,51007,Virginia,Amelia,4550.0,8311.0,3500:1,2.37,Mid Atlantic
Appomattox County,Geographic HPSA,14,Designated,1986-04-14,2021-08-06,2.9,15624.0,13.2,5388:1,Rural,"Appomattox County, VA",Region 3,VA,51011,Virginia,Appomattox,10150.0,5474.0,3500:1,1.56,Mid Atlantic
King William County,Geographic HPSA,10,Designated,2021-04-09,2021-09-10,2.35,16610.0,8.4,7068:1,Rural,"King William County, VA",Region 3,VA,51101,Virginia,King William,8225.0,8385.0,3500:1,2.4,Mid Atlantic
Orange County,Geographic HPSA,12,Designated,2013-09-23,2021-09-10,13.03,82867.0,13.3,6360:1,Non-Rural,"Orange County, TX",Region 6,TX,48361,Texas,Orange,45605.0,37262.0,3500:1,10.65,South Central
Burleson County,Geographic HPSA,12,Designated,1991-05-07,2021-07-02,1.8,17771.0,11.7,9873:1,Rural,"Burleson County, TX",Region 6,TX,48051,Texas,Burleson,6300.0,11471.0,3500:1,3.28,South Central
Reagan County,Geographic HPSA,13,Designated,2021-07-02,2021-07-02,0.8,3731.0,9.5,4664:1,Rural,"Reagan County, TX",Region 6,TX,48383,Texas,Reagan,2800.0,931.0,3500:1,0.27,South Central
Presidio County,High Needs Geographic HPSA,15,Designated,2018-08-31,2021-09-10,1.45,6970.0,38.9,4807:1,Rural,"Presidio County, TX",Region 6,TX,48377,Texas,Presidio,4350.0,2620.0,3000:1,0.87,South Central
Chambers County,Geographic HPSA,11,Designated,1985-04-18,2021-09-10,6.525,40994.0,12.1,6283:1,Non-Rural,"Chambers County, TX",Region 6,TX,48071,Texas,Chambers,22838.0,18156.0,3500:1,5.185,South Central
Parker County,Geographic HPSA,10,Designated,2019-02-13,2021-07-02,24.525,131923.0,8.0,5379:1,Partially Rural,"Parker County, TX",Region 6,TX,48367,Texas,Parker,85838.0,46085.0,3500:1,13.165,South Central
Bamberg County,High Needs Geographic HPSA,15,Designated,1999-11-05,2021-07-02,3.5,13503.0,23.3,3858:1,Rural,"Bamberg County, SC",Region 4,SC,45009,South Carolina,Bamberg,10500.0,3003.0,3000:1,1.0,Southeast
Williamsburg County,High Needs Geographic HPSA,16,Designated,1979-09-12,2021-09-10,3.8,29689.0,26.3,7813:1,Rural,"Williamsburg County, SC",Region 4,SC,45089,South Carolina,Williamsburg,11400.0,18289.0,3000:1,6.1,Southeast
Fairfield County,High Needs Geographic HPSA,20,Designated,2012-05-18,2021-07-02,1.675,22290.0,20.8,13307:1,Non-Rural,"Fairfield County, SC",Region 4,SC,45039,South Carolina,Fairfield,5025.0,17265.0,3000:1,5.755,Southeast
Lee County,High Needs Geographic HPSA,20,Designated,1981-04-02,2021-07-02,2.8,15889.0,25.0,5675:1,Rural,"Lee County, SC",Region 4,SC,45061,South Carolina,Lee,8400.0,7489.0,3000:1,2.5,Southeast
Hampton County,Geographic HPSA,18,Designated,2019-12-23,2021-09-10,2.3,18196.0,20.4,7911:1,Rural,"Hampton County, SC",Region 4,SC,45049,South Carolina,Hampton,8050.0,10146.0,3500:1,2.9,Southeast
Union County,Geographic HPSA,15,Proposed For Withdrawal,2017-10-28,2021-07-02,3.5,27895.0,19.0,7970:1,Rural,"Union County, SC",Region 4,SC,45087,South Carolina,Union,12250.0,15645.0,3500:1,4.47,Southeast
Barnwell County,High Needs Geographic HPSA,17,Designated,2001-04-25,2021-09-10,3.8,20887.0,28.1,5497:1,Rural,"Barnwell County, SC",Region 4,SC,45011,South Carolina,Barnwell,11400.0,9487.0,3000:1,3.16,Southeast
McCormick County,High Needs Geographic HPSA,13,Proposed For Withdrawal,2017-04-13,2021-07-02,2.6,8693.0,21.6,3343:1,Rural,"McCormick County, SC",Region 4,SC,45065,South Carolina,McCormick,7800.0,893.0,3000:1,0.3,Southeast
Colleton County,High Needs Geographic HPSA,13,Designated,2017-09-15,2021-07-02,12.1,36803.0,21.7,3042:1,Rural,"Colleton County, SC",Region 4,SC,45029,South Carolina,Colleton,36300.0,503.0,3000:1,0.17,Southeast
Allendale County,High Needs Geographic HPSA,13,Designated,2011-03-24,2021-07-02,2.5,7953.0,25.0,3181:1,Rural,"Allendale County, SC",Region 4,SC,45005,South Carolina,Allendale,7500.0,453.0,3000:1,0.15,Southeast
Union County,High Needs Geographic HPSA,19,Designated,2021-07-02,2021-07-02,5.2,27001.0,21.6,5193:1,Rural,"Union County, SC",Region 4,SC,45087,South Carolina,Union,15600.0,11401.0,3000:1,3.8,Southeast
Chester County,High Needs Geographic HPSA,17,Proposed For Withdrawal,2017-03-28,2021-07-02,7.5,32339.0,25.2,4312:1,Rural,"Chester County, SC",Region 4,SC,45023,South Carolina,Chester,22500.0,9839.0,3000:1,3.28,Southeast
Chesterfield County,High Needs Geographic HPSA,17,Designated,2012-11-27,2021-07-02,10.1,45346.0,20.6,4490:1,Rural,"Chesterfield County, SC",Region 4,SC,45025,South Carolina,Chesterfield,30300.0,15046.0,3000:1,5.02,Southeast
Saluda County,High Needs Geographic HPSA,11,Proposed For Withdrawal,2017-03-21,2021-07-02,6.0,19742.0,22.5,3290:1,Rural,"Saluda County, SC",Region 4,SC,45081,South Carolina,Saluda,18000.0,1742.0,3000:1,0.58,Southeast
Marlboro County,High Needs Geographic HPSA,17,Designated,2016-09-13,2021-07-02,5.8,23886.0,26.3,4118:1,Rural,"Marlboro County, SC",Region 4,SC,45069,South Carolina,Marlboro,17400.0,6486.0,3000:1,2.16,Southeast
Auglaize County,High Needs Geographic HPSA,7,Designated,2016-09-12,2021-09-08,14.275,45036.0,8.3,3155:1,Rural,"Auglaize County, OH",Region 5,OH,39011,Ohio,Auglaize,42825.0,2211.0,3000:1,0.735,Great Lakes
Licking County,Geographic HPSA,10,Designated,2020-01-10,2021-09-08,44.025,169176.0,10.4,3843:1,Non-Rural,"Licking County, OH",Region 5,OH,39089,Ohio,Licking,154088.0,15088.0,3500:1,4.315,Great Lakes
Bedford County,Geographic HPSA,7,Designated,2022-04-25,2022-04-25,20.375,77746.0,8.9,3816:1,Partially Rural,"Bedford County, VA",Region 3,VA,51019,Virginia,Bedford,71312.0,6434.0,3500:1,1.835,Mid Atlantic
Craig County,Geographic HPSA,11,Designated,1978-06-12,2021-09-10,1.0,5094.0,8.8,5094:1,Rural,"Craig County, VA",Region 3,VA,51045,Virginia,Craig,3500.0,1594.0,3500:1,0.46,Mid Atlantic
Surry County,Geographic HPSA,14,Designated,1978-06-07,2021-09-10,1.0,6516.0,15.8,6516:1,Rural,"Surry County, VA",Region 3,VA,51181,Virginia,Surry,3500.0,3016.0,3500:1,0.86,Mid Atlantic
Giles County,Geographic HPSA,11,Designated,2011-04-27,2021-09-08,3.95,16552.0,10.1,4190:1,Rural,"Giles County, VA",Region 3,VA,51071,Virginia,Giles,13825.0,2727.0,3500:1,0.78,Mid Atlantic
Westmoreland/Richmond Counties,Geographic HPSA,13,Designated,2021-12-10,2021-12-10,6.6,24950.0,15.5,3780:1,Rural,"Westmoreland County, VA",Region 3,VA,51193,Virginia,Westmoreland,23100.0,1850.0,3500:1,0.53,Mid Atlantic
Westmoreland/Richmond Counties,Geographic HPSA,13,Designated,2021-12-10,2021-12-10,6.6,24950.0,15.5,3780:1,Rural,"Richmond County, VA",Region 3,VA,51159,Virginia,Richmond,23100.0,1850.0,3500:1,0.53,Mid Atlantic
Carroll/Grayson Counties/Galax City,Geographic HPSA,11,Designated,2020-12-15,2021-07-30,12.125,50494.0,17.5,4164:1,Rural,"Grayson County, VA",Region 3,VA,51077,Virginia,Grayson,42438.0,8056.0,3500:1,2.305,Mid Atlantic
Carroll/Grayson Counties/Galax City,Geographic HPSA,11,Designated,2020-12-15,2021-07-30,12.125,50494.0,17.5,4164:1,Rural,"Carroll County, VA",Region 3,VA,51035,Virginia,Carroll,42438.0,8056.0,3500:1,2.305,Mid Atlantic
Carroll/Grayson Counties/Galax City,Geographic HPSA,11,Designated,2020-12-15,2021-07-30,12.125,50494.0,17.5,4164:1,Rural,"Galax City, VA",Region 3,VA,51640,Virginia,Galax City,42438.0,8056.0,3500:1,2.305,Mid Atlantic
Franklin County,Geographic HPSA,6,Proposed For Withdrawal,2006-06-20,2021-09-10,13.9,54812.0,14.4,3943:1,Rural,"Franklin County, VA",Region 3,VA,51067,Virginia,Franklin,48650.0,6162.0,3500:1,1.76,Mid Atlantic
Greene/Madison Counties,Geographic HPSA,9,Proposed For Withdrawal,2006-09-13,2021-09-10,5.6,31640.0,12.3,5650:1,Rural,"Greene County, VA",Region 3,VA,51079,Virginia,Greene,19600.0,12040.0,3500:1,3.44,Mid Atlantic
Greene/Madison Counties,Geographic HPSA,9,Proposed For Withdrawal,2006-09-13,2021-09-10,5.6,31640.0,12.3,5650:1,Rural,"Madison County, VA",Region 3,VA,51113,Virginia,Madison,19600.0,12040.0,3500:1,3.44,Mid Atlantic
Pittsylvania County,Geographic HPSA,14,Designated,2020-08-28,2021-09-10,6.775,60029.0,16.0,8860:1,Rural,"Pittsylvania County, VA",Region 3,VA,51143,Virginia,Pittsylvania,23712.0,36317.0,3500:1,10.375,Mid Atlantic
Southampton County/Franklin City,Geographic HPSA,11,Designated,2020-09-21,2021-08-25,6.5,24417.0,10.8,3756:1,Rural,"Southampton County, VA",Region 3,VA,51175,Virginia,Southampton,22750.0,1667.0,3500:1,0.48,Mid Atlantic
Southampton County/Franklin City,Geographic HPSA,11,Designated,2020-09-21,2021-08-25,6.5,24417.0,10.8,3756:1,Rural,"Franklin City, VA",Region 3,VA,51620,Virginia,Franklin City,22750.0,1667.0,3500:1,0.48,Mid Atlantic
King and Queen County,Geographic HPSA,13,Designated,1978-06-07,2021-09-10,1.725,7031.0,12.4,4076:1,Rural,"King and Queen County, VA",Region 3,VA,51097,Virginia,King and Queen,6038.0,993.0,3500:1,0.285,Mid Atlantic
Buchanan County,High Needs Geographic HPSA,13,Designated,2020-09-21,2021-07-28,4.825,20822.0,28.3,4315:1,Rural,"Buchanan County, VA",Region 3,VA,51027,Virginia,Buchanan,14475.0,6347.0,3000:1,2.115,Mid Atlantic
Floyd County,Geographic HPSA,11,Designated,1978-06-12,2021-09-10,2.975,15605.0,10.3,5245:1,Rural,"Floyd County, VA",Region 3,VA,51063,Virginia,Floyd,10412.0,5193.0,3500:1,1.485,Mid Atlantic
Buckingham County,Geographic HPSA,10,Designated,2021-12-10,2021-12-10,3.2,14856.0,15.7,4643:1,Rural,"Buckingham County, VA",Region 3,VA,51029,Virginia,Buckingham,11200.0,3656.0,3500:1,1.04,Mid Atlantic
Culpeper County,Geographic HPSA,8,Designated,2020-08-28,2021-07-30,14.0,49323.0,7.7,3523:1,Rural,"Culpeper County, VA",Region 3,VA,51047,Virginia,Culpeper,49000.0,323.0,3500:1,0.09,Mid Atlantic
Middlesex County,Geographic HPSA,9,Designated,2021-12-20,2021-12-20,2.125,10314.0,10.0,4854:1,Rural,"Middlesex County, VA",Region 3,VA,51119,Virginia,Middlesex,7438.0,2876.0,3500:1,0.825,Mid Atlantic
Halifax County,Geographic HPSA,11,Designated,2020-09-21,2021-09-10,9.125,33807.0,13.8,3705:1,Rural,"Halifax County, VA",Region 3,VA,51083,Virginia,Halifax,31938.0,1869.0,3500:1,0.535,Mid Atlantic
Lee County,High Needs Geographic HPSA,15,Designated,2018-09-20,2021-09-10,3.35,22348.0,25.4,6671:1,Rural,"Lee County, VA",Region 3,VA,51105,Virginia,Lee,10050.0,12298.0,3000:1,4.1,Mid Atlantic
Wilbarger County,Geographic HPSA,12,Designated,2020-10-19,2021-09-10,2.875,12447.0,19.2,4329:1,Rural,"Wilbarger County, TX",Region 6,TX,48487,Texas,Wilbarger,10062.0,2385.0,3500:1,0.685,South Central
Morris County,Geographic HPSA,11,Designated,1994-01-05,2021-07-02,3.05,12210.0,17.7,4003:1,Rural,"Morris County, TX",Region 6,TX,48343,Texas,Morris,10675.0,1535.0,3500:1,0.44,South Central
Gaines County,High Needs Geographic HPSA,12,Designated,2017-12-29,2021-09-10,4.45,20597.0,15.2,4629:1,Rural,"Gaines County, TX",Region 6,TX,48165,Texas,Gaines,13350.0,7247.0,3000:1,2.42,South Central
Bastrop County,Geographic HPSA,10,Designated,2011-12-14,2021-09-10,11.95,82161.0,11.2,6875:1,Rural,"Bastrop County, TX",Region 6,TX,48021,Texas,Bastrop,41825.0,40336.0,3500:1,11.52,South Central
Milam County,Geographic HPSA,11,Designated,2018-04-15,2021-08-06,5.0,24237.0,15.4,4847:1,Rural,"Milam County, TX",Region 6,TX,48331,Texas,Milam,17500.0,6737.0,3500:1,1.92,South Central
Duval County,High Needs Geographic HPSA,18,Designated,1984-11-30,2021-09-10,0.0,10647.0,22.7,,Rural,"Duval County, TX",Region 6,TX,48131,Texas,Duval,0.0,10647.0,3000:1,3.55,South Central
Lampasas County,Geographic HPSA,8,Designated,2021-07-28,2021-07-28,4.7,20605.0,11.0,4384:1,Partially Rural,"Lampasas County, TX",Region 6,TX,48281,Texas,Lampasas,16450.0,4155.0,3500:1,1.19,South Central
Coryell County,Geographic HPSA,10,Designated,2014-06-04,2021-09-10,11.275,60505.0,12.9,5366:1,Partially Rural,"Coryell County, TX",Region 6,TX,48099,Texas,Coryell,39462.0,21043.0,3500:1,6.015,South Central
Carson County,Geographic HPSA,15,Designated,1978-10-12,2021-09-10,0.0,5937.0,8.3,,Rural,"Carson County, TX",Region 6,TX,48065,Texas,Carson,0.0,5937.0,3500:1,1.7,South Central
Atascosa County,Geographic HPSA,7,Designated,1978-05-31,2021-09-10,13.475,48704.0,14.7,3614:1,Rural,"Atascosa County, TX",Region 6,TX,48013,Texas,Atascosa,47162.0,1542.0,3500:1,0.445,South Central
Crockett County,Geographic HPSA,12,Proposed For Withdrawal,1988-08-31,2021-09-10,1.0,3753.0,22.6,3753:1,Rural,"Crockett County, TX",Region 6,TX,48105,Texas,Crockett,3500.0,253.0,3500:1,0.07,South Central
Lamb County,High Needs Geographic HPSA,14,Designated,1991-05-07,2021-09-10,2.5,12899.0,19.0,5160:1,Rural,"Lamb County, TX",Region 6,TX,48279,Texas,Lamb,7500.0,5399.0,3000:1,1.8,South Central
Crosby County,Geographic HPSA,15,Designated,2020-04-27,2021-09-10,0.6,5758.0,20.6,9597:1,Rural,"Crosby County, TX",Region 6,TX,48107,Texas,Crosby,2100.0,3658.0,3500:1,1.05,South Central
Austin County,Geographic HPSA,13,Proposed For Withdrawal,1999-02-14,2021-09-10,2.05,29295.0,10.7,14290:1,Rural,"Austin County, TX",Region 6,TX,48015,Texas,Austin,7175.0,22120.0,3500:1,6.32,South Central
McMullen County,Geographic HPSA,7,Designated,2020-01-29,2021-09-10,0.0,774.0,11.7,,Rural,"McMullen County, TX",Region 6,TX,48311,Texas,McMullen,0.0,774.0,3500:1,0.22,South Central
King County,Geographic HPSA,5,Designated,2021-08-05,2021-08-05,0.0,237.0,10.5,,Rural,"King County, TX",Region 6,TX,48269,Texas,King,0.0,237.0,3500:1,0.07,South Central
